instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,year,temp_actual,hum_actual,windspeed_actual,rental_category
632,2012-09-23,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,Winter,Clear,Sunday,2012,21.695847,46.7083,14.958286000000001,Very High
633,2012-09-24,4,1,9,0,1,1,1,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,Winter,Clear,Monday,2012,21.080847000000002,49.2917,9.541068000000001,Very High
634,2012-09-25,4,1,9,0,2,1,1,0.55,0.544179,0.57,0.236321,845,6693,7538,Winter,Clear,Tuesday,2012,22.55,56.99999999999999,15.833507,Very High
635,2012-09-26,4,1,9,0,3,1,1,0.635,0.596613,0.630833,0.2444,787,6946,7733,Winter,Clear,Wednesday,2012,26.035,63.083299999999994,16.3748,Very High
636,2012-09-27,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751,6642,7393,Winter,Mist,Thursday,2012,26.650000000000002,69.08330000000001,9.000914,Very High
637,2012-09-28,4,1,9,0,5,1,2,0.619167,0.585863,0.69,0.164179,1045,6370,7415,Winter,Mist,Friday,2012,25.385847000000002,69.0,10.999993,Very High
638,2012-09-29,4,1,9,0,6,0,1,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,Winter,Clear,Saturday,2012,22.2425,54.2917,15.249468,Very High
639,2012-09-30,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,Winter,Clear,Sunday,2012,21.593347,58.3333,9.042186,Very High
640,2012-10-01,4,1,10,0,1,1,2,0.520833,0.512,0.649167,0.0908042,763,6015,6778,Winter,Mist,Monday,2012,21.354153,64.9167,6.0838814,Very High
641,2012-10-02,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315,4324,4639,Winter,Light Rain/Snow,Tuesday,2012,24.224153,87.16669999999999,6.9998249999999995,High
642,2012-10-03,4,1,10,0,3,1,2,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,Winter,Mist,Wednesday,2012,26.9575,79.375,4.4585686,Very High
643,2012-10-04,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891,6437,7328,Winter,Mist,Thursday,2012,26.9575,72.2917,7.875582,Very High
644,2012-10-05,4,1,10,0,5,1,1,0.615,0.580187,0.6275,0.10635,1516,6640,8156,Winter,Clear,Friday,2012,25.215,62.74999999999999,7.12545,Very High
645,2012-10-06,4,1,10,0,6,0,1,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,Winter,Clear,Saturday,2012,22.720847,66.41669999999999,17.957675000000002,Very High
646,2012-10-07,4,1,10,0,0,0,2,0.415833,0.419813,0.708333,0.141162,781,2729,3510,Winter,Mist,Sunday,2012,17.049153,70.8333,9.457854000000001,Medium
647,2012-10-08,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874,4604,5478,Winter,Mist,Monday,2012,15.716652999999999,70.9583,12.708492999999999,High
648,2012-10-09,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601,5791,6392,Winter,Mist,Tuesday,2012,18.313347,76.16669999999999,12.7501,Very High
649,2012-10-10,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780,6911,7691,Winter,Clear,Wednesday,2012,21.080847000000002,63.083299999999994,12.584007,Very High
650,2012-10-11,4,1,10,0,4,1,1,0.435,0.431167,0.463333,0.181596,834,6736,7570,Winter,Clear,Thursday,2012,17.835,46.3333,12.166932000000001,Very High
651,2012-10-12,4,1,10,0,5,1,1,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,Winter,Clear,Friday,2012,17.9375,53.91669999999999,15.751164,Very High
652,2012-10-13,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,Winter,Clear,Saturday,2012,16.126653,49.4583,9.791514,Very High
653,2012-10-14,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,Winter,Clear,Sunday,2012,21.388347,64.0417,18.667004000000002,Very High
654,2012-10-15,4,1,10,0,1,1,2,0.561667,0.53915,0.7075,0.296037,760,5115,5875,Winter,Mist,Monday,2012,23.028347,70.75,19.834478999999998,High
655,2012-10-16,4,1,10,0,2,1,1,0.468333,0.460846,0.558333,0.182221,922,6612,7534,Winter,Clear,Tuesday,2012,19.201653,55.833299999999994,12.208807,Very High
656,2012-10-17,4,1,10,0,3,1,1,0.455833,0.450108,0.692917,0.101371,979,6482,7461,Winter,Clear,Wednesday,2012,18.689153,69.2917,6.791857,Very High
657,2012-10-18,4,1,10,0,4,1,2,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,Winter,Mist,Thursday,2012,21.4225,72.8333,15.874779,Very High
658,2012-10-19,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753,4671,5424,Winter,Mist,Friday,2012,23.096653,81.5,9.041917999999999,High
659,2012-10-20,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,Winter,Clear,Saturday,2012,19.850847,57.2917,7.874979,Very High
660,2012-10-21,4,1,10,0,0,0,1,0.464167,0.456429,0.51,0.166054,2132,4692,6824,Winter,Clear,Sunday,2012,19.030847,51.0,11.125618000000001,Very High
661,2012-10-22,4,1,10,0,1,1,1,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,Winter,Clear,Monday,2012,19.9875,56.833299999999994,5.4593811,Very High
662,2012-10-23,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,Winter,Clear,Tuesday,2012,22.310847,64.16669999999999,6.3345686,Very High
663,2012-10-24,4,1,10,0,3,1,1,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,Winter,Clear,Wednesday,2012,24.087500000000002,63.625,4.8762064,Very High
664,2012-10-25,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875,6484,7359,Winter,Mist,Thursday,2012,22.55,80.0417,8.333125,Very High
665,2012-10-26,4,1,10,0,5,1,2,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,Winter,Mist,Friday,2012,22.379153000000002,80.7083,8.875289,Very High
666,2012-10-27,4,1,10,0,6,0,2,0.53,0.515133,0.72,0.235692,2643,5209,7852,Winter,Mist,Saturday,2012,21.73,72.0,15.791364000000002,Very High
667,2012-10-28,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998,3461,4459,Winter,Mist,Sunday,2012,19.5775,69.4583,26.666535999999997,High
668,2012-10-29,4,1,10,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,Winter,Light Rain/Snow,Monday,2012,18.04,88.0,23.9994,Low
669,2012-10-30,4,1,10,0,2,1,2,0.318182,0.309909,0.825455,0.213009,87,1009,1096,Winter,Mist,Tuesday,2012,13.045462,82.5455,14.271603,Low
670,2012-10-31,4,1,10,0,3,1,2,0.3575,0.3611,0.666667,0.166667,419,5147,5566,Winter,Mist,Wednesday,2012,14.657499999999999,66.6667,11.166689,High
671,2012-11-01,4,1,11,0,4,1,2,0.365833,0.369942,0.581667,0.157346,466,5520,5986,Winter,Mist,Thursday,2012,14.999153000000002,58.166700000000006,10.542182,High
672,2012-11-02,4,1,11,0,5,1,1,0.355,0.356042,0.522083,0.266175,618,5229,5847,Winter,Clear,Friday,2012,14.555,52.208299999999994,17.833725,High
673,2012-11-03,4,1,11,0,6,0,2,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,Winter,Mist,Saturday,2012,14.076653,49.125,18.125443,High
674,2012-11-04,4,1,11,0,0,0,1,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,Winter,Clear,Sunday,2012,13.359153,53.2917,12.000236,High
675,2012-11-05,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378,4881,5259,Winter,Clear,Monday,2012,13.085847,49.416700000000006,15.833775000000001,High
676,2012-11-06,4,1,11,0,2,1,1,0.280833,0.281567,0.567083,0.173513,466,5220,5686,Winter,Clear,Tuesday,2012,11.514153,56.7083,11.625371,High
677,2012-11-07,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326,4709,5035,Winter,Mist,Wednesday,2012,12.129153,54.75,20.375236,High
678,2012-11-08,4,1,11,0,4,1,1,0.352174,0.341891,0.333478,0.347835,340,4975,5315,Winter,Clear,Thursday,2012,14.439134,33.3478,23.304945,High
679,2012-11-09,4,1,11,0,5,1,1,0.361667,0.355413,0.540833,0.214558,709,5283,5992,Winter,Clear,Friday,2012,14.828347,54.0833,14.375386,High
680,2012-11-10,4,1,11,0,6,0,1,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,Winter,Clear,Saturday,2012,15.955846999999999,64.5417,3.8756686,Very High
681,2012-11-11,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,Winter,Clear,Sunday,2012,17.254153000000002,65.91669999999999,8.5425,Very High
682,2012-11-12,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097,5172,6269,Winter,Clear,Monday,2012,19.884999999999998,74.16669999999999,11.625639,Very High
683,2012-11-13,4,1,11,0,2,1,2,0.343333,0.323225,0.662917,0.342046,327,3767,4094,Winter,Mist,Tuesday,2012,14.076653,66.29169999999999,22.917082,High
684,2012-11-14,4,1,11,0,3,1,1,0.289167,0.281563,0.552083,0.199625,373,5122,5495,Winter,Clear,Wednesday,2012,11.855847,55.2083,13.374875,High
685,2012-11-15,4,1,11,0,4,1,2,0.321667,0.324492,0.620417,0.152987,320,5125,5445,Winter,Mist,Thursday,2012,13.188346999999998,62.0417,10.250129000000001,High
686,2012-11-16,4,1,11,0,5,1,1,0.345,0.347204,0.524583,0.171025,484,5214,5698,Winter,Clear,Friday,2012,14.145,52.4583,11.458675000000001,High
687,2012-11-17,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313,4316,5629,Winter,Clear,Saturday,2012,13.325000000000001,54.541700000000006,12.041843,High
688,2012-11-18,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922,3747,4669,Winter,Clear,Sunday,2012,14.0425,69.2917,15.250004,High
689,2012-11-19,4,1,11,0,1,1,2,0.380833,0.375621,0.623333,0.235067,449,5050,5499,Winter,Mist,Monday,2012,15.614152999999998,62.3333,15.749489,High
690,2012-11-20,4,1,11,0,2,1,2,0.374167,0.380667,0.685,0.082725,534,5100,5634,Winter,Mist,Tuesday,2012,15.340847000000002,68.5,5.542575,High
691,2012-11-21,4,1,11,0,3,1,1,0.353333,0.364892,0.61375,0.103246,615,4531,5146,Winter,Clear,Wednesday,2012,14.486653,61.375,6.917482000000001,High
692,2012-11-22,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955,1470,2425,Winter,Clear,Thursday,2012,13.940000000000001,58.0417,3.5423436,Medium
693,2012-11-23,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,Winter,Clear,Friday,2012,15.101653,56.875,9.917407,Medium
694,2012-11-24,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532,1745,2277,Winter,Clear,Saturday,2012,11.411653,40.4583,25.250357,Medium
695,2012-11-25,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505,309,2115,2424,Winter,Clear,Sunday,2012,10.079153,46.8333,10.083499999999999,Medium
696,2012-11-26,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337,4750,5087,Winter,Clear,Monday,2012,12.846652999999998,53.541700000000006,3.1255499999999996,High
697,2012-11-27,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123,3836,3959,Winter,Mist,Tuesday,2012,11.958347,78.6667,15.916654,Medium
698,2012-11-28,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821,198,5062,5260,Winter,Clear,Wednesday,2012,12.163347,50.625,14.125007,High
699,2012-11-29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522,243,5080,5323,Winter,Clear,Thursday,2012,11.51567,55.565200000000004,7.739974,High
700,2012-11-30,4,1,11,0,5,1,1,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,Winter,Clear,Friday,2012,12.231653000000001,64.95830000000001,3.9175436,High
701,2012-12-01,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,Winter,Mist,Saturday,2012,12.231653000000001,80.6667,4.0001814,High
702,2012-12-02,4,1,12,0,0,0,2,0.3475,0.359208,0.823333,0.124379,892,3757,4649,Winter,Mist,Sunday,2012,14.247499999999999,82.3333,8.333393000000001,High
703,2012-12-03,4,1,12,0,1,1,1,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,Winter,Clear,Monday,2012,18.552500000000002,76.75,5.5422936,Very High
704,2012-12-04,4,1,12,0,2,1,1,0.475833,0.469054,0.73375,0.174129,551,6055,6606,Winter,Clear,Tuesday,2012,19.509153,73.375,11.666643,Very High
705,2012-12-05,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331,5398,5729,Winter,Clear,Wednesday,2012,17.971653,48.5,21.709407,High
706,2012-12-06,4,1,12,0,4,1,1,0.255833,0.258204,0.50875,0.174754,340,5035,5375,Winter,Clear,Thursday,2012,10.489152999999998,50.875,11.708518,High
707,2012-12-07,4,1,12,0,5,1,2,0.320833,0.321958,0.764167,0.1306,349,4659,5008,Winter,Mist,Friday,2012,13.154152999999999,76.4167,8.7502,High
708,2012-12-08,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,Winter,Mist,Saturday,2012,15.648347,91.125,6.792393,High
709,2012-12-09,4,1,12,0,0,0,2,0.384167,0.390146,0.905417,0.157975,441,2787,3228,Winter,Mist,Sunday,2012,15.750846999999998,90.5417,10.584325,Medium
710,2012-12-10,4,1,12,0,1,1,2,0.435833,0.435575,0.925,0.190308,329,4841,5170,Winter,Mist,Monday,2012,17.869153,92.5,12.750636,High
711,2012-12-11,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282,5219,5501,Winter,Mist,Tuesday,2012,14.486653,59.66669999999999,19.834478999999998,High
712,2012-12-12,4,1,12,0,3,1,2,0.2975,0.297338,0.538333,0.162937,310,5009,5319,Winter,Mist,Wednesday,2012,12.1975,53.833299999999994,10.916779,High
713,2012-12-13,4,1,12,0,4,1,1,0.295833,0.294188,0.485833,0.174129,425,5107,5532,Winter,Clear,Thursday,2012,12.129153,48.5833,11.666643,High
714,2012-12-14,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429,5182,5611,Winter,Clear,Friday,2012,11.548347,64.29169999999999,8.792343,High
715,2012-12-15,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767,4280,5047,Winter,Clear,Saturday,2012,13.290847,65.0417,7.12545,High
716,2012-12-16,4,1,12,0,0,0,2,0.3625,0.369938,0.83875,0.100742,538,3248,3786,Winter,Mist,Sunday,2012,14.862499999999999,83.875,6.749714,Medium
717,2012-12-17,4,1,12,0,1,1,2,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,Winter,Mist,Monday,2012,16.126653,90.7083,6.583306100000001,High
718,2012-12-18,4,1,12,0,2,1,1,0.410833,0.409708,0.66625,0.221404,433,5124,5557,Winter,Clear,Tuesday,2012,16.844153,66.625,14.834067999999998,High
719,2012-12-19,4,1,12,0,3,1,1,0.3325,0.342162,0.625417,0.184092,333,4934,5267,Winter,Clear,Wednesday,2012,13.6325,62.5417,12.334164000000001,High
720,2012-12-20,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314,3814,4128,Winter,Mist,Thursday,2012,13.530000000000001,66.79169999999999,8.875021,High
721,2012-12-21,1,1,12,0,5,1,2,0.326667,0.301767,0.556667,0.374383,221,3402,3623,Spring,Mist,Friday,2012,13.393346999999999,55.666700000000006,25.083661000000003,Medium
722,2012-12-22,1,1,12,0,6,0,1,0.265833,0.236113,0.44125,0.407346,205,1544,1749,Spring,Clear,Saturday,2012,10.899153,44.125,27.292182,Low
723,2012-12-23,1,1,12,0,0,0,1,0.245833,0.259471,0.515417,0.133083,408,1379,1787,Spring,Clear,Sunday,2012,10.079153,51.5417,8.916561,Low
724,2012-12-24,1,1,12,0,1,1,2,0.231304,0.2589,0.791304,0.0772304,174,746,920,Spring,Mist,Monday,2012,9.483464,79.1304,5.1744368000000005,Low
725,2012-12-25,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440,573,1013,Spring,Mist,Tuesday,2012,11.943464,73.47829999999999,11.304642,Low
726,2012-12-26,1,1,12,0,3,1,3,0.243333,0.220333,0.823333,0.316546,9,432,441,Spring,Light Rain/Snow,Wednesday,2012,9.976652999999999,82.3333,21.208582,Low
727,2012-12-27,1,1,12,0,4,1,2,0.254167,0.226642,0.652917,0.350133,247,1867,2114,Spring,Mist,Thursday,2012,10.420846999999998,65.29169999999999,23.458911,Medium
728,2012-12-28,1,1,12,0,5,1,2,0.253333,0.255046,0.59,0.155471,644,2451,3095,Spring,Mist,Friday,2012,10.386652999999999,59.0,10.416557,Medium
729,2012-12-29,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159,1182,1341,Spring,Mist,Saturday,2012,10.386652999999999,75.29169999999999,8.333661,Low
730,2012-12-30,1,1,12,0,0,0,1,0.255833,0.2317,0.483333,0.350754,364,1432,1796,Spring,Clear,Sunday,2012,10.489152999999998,48.3333,23.500518,Low
731,2012-12-31,1,1,12,0,1,1,2,0.215833,0.223487,0.5775,0.154846,439,2290,2729,Spring,Mist,Monday,2012,8.849153,57.75,10.374682,Medium
