instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,month_name,year,temp_actual,atemp_actual,hum_actual,windspeed_actual
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,Spring,Mist,Friday,Jan,2011,8.200000000000001,10.605,37.0,11.0014
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,Spring,Mist,Friday,Jan,2011,8.200000000000001,12.879999999999999,37.0,0.0
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,Spring,Clear,Friday,Jan,2011,8.200000000000001,11.365,40.0,6.0032
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,Spring,Clear,Friday,Jan,2011,6.5600000000000005,9.85,55.00000000000001,6.0032
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,Spring,Clear,Friday,Jan,2011,7.38,10.605,47.0,7.0015
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,Spring,Clear,Friday,Jan,2011,7.38,9.85,47.0,8.9981
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,Spring,Mist,Friday,Jan,2011,7.38,9.85,43.0,11.0014
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,Spring,Mist,Friday,Jan,2011,7.38,9.85,51.0,11.0014
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,Spring,Mist,Saturday,Jan,2011,7.38,9.85,51.0,11.0014
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,Spring,Mist,Saturday,Jan,2011,7.38,10.605,55.00000000000001,6.0032
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,Spring,Mist,Saturday,Jan,2011,7.38,12.120000000000001,55.00000000000001,0.0
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,Spring,Light Rain/Snow,Saturday,Jan,2011,7.38,9.85,55.00000000000001,11.0014
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,Spring,Light Rain/Snow,Saturday,Jan,2011,7.38,9.85,55.00000000000001,11.0014
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,Spring,Mist,Saturday,Jan,2011,6.5600000000000005,8.334999999999999,74.0,11.0014
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,Spring,Mist,Saturday,Jan,2011,6.5600000000000005,8.334999999999999,74.0,11.0014
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,Spring,Mist,Saturday,Jan,2011,6.5600000000000005,9.09,74.0,7.0015
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,Spring,Light Rain/Snow,Saturday,Jan,2011,6.5600000000000005,9.09,93.0,7.0015
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,Spring,Light Rain/Snow,Saturday,Jan,2011,6.5600000000000005,9.09,93.0,7.0015
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,Spring,Mist,Saturday,Jan,2011,7.38,9.85,80.0,11.0014
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,Spring,Mist,Saturday,Jan,2011,8.200000000000001,9.09,69.0,26.0027
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,Spring,Mist,Saturday,Jan,2011,8.200000000000001,9.09,59.0,23.9994
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,Spring,Clear,Saturday,Jan,2011,8.200000000000001,9.09,44.0,22.0028
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,Spring,Clear,Saturday,Jan,2011,8.200000000000001,8.334999999999999,32.0,32.9975
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,Spring,Clear,Saturday,Jan,2011,8.200000000000001,8.334999999999999,32.0,30.002599999999997
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,Spring,Clear,Saturday,Jan,2011,7.38,6.819999999999999,28.999999999999996,30.002599999999997
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,Spring,Clear,Saturday,Jan,2011,6.5600000000000005,6.0600000000000005,37.0,36.9974
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,Spring,Clear,Saturday,Jan,2011,5.74,6.0600000000000005,39.0,19.999499999999998
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,Spring,Clear,Saturday,Jan,2011,5.74,6.0600000000000005,36.0,16.997899999999998
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,Spring,Clear,Saturday,Jan,2011,4.92,6.0600000000000005,36.0,16.997899999999998
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,Spring,Clear,Saturday,Jan,2011,4.92,5.305,39.0,23.9994
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,Spring,Clear,Saturday,Jan,2011,4.92,5.305,36.0,26.0027
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,Spring,Clear,Saturday,Jan,2011,4.1000000000000005,3.0300000000000002,39.0,30.002599999999997
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,Spring,Clear,Sunday,Jan,2011,4.1000000000000005,3.7900000000000005,42.0,26.0027
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,Spring,Clear,Sunday,Jan,2011,4.1000000000000005,3.0300000000000002,42.0,31.0009
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,Spring,Clear,Sunday,Jan,2011,4.1000000000000005,3.0300000000000002,46.0,31.0009
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,Spring,Clear,Sunday,Jan,2011,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Spring,Clear,Sunday,Jan,2011,3.2800000000000002,4.545,53.0,12.998000000000001
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,Spring,Clear,Sunday,Jan,2011,3.2800000000000002,4.545,53.0,12.998000000000001
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,Spring,Clear,Sunday,Jan,2011,4.1000000000000005,4.545,49.0,19.0012
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,Spring,Clear,Sunday,Jan,2011,3.2800000000000002,4.545,53.0,12.998000000000001
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,Spring,Clear,Sunday,Jan,2011,4.1000000000000005,4.545,49.0,19.0012
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,Spring,Clear,Sunday,Jan,2011,4.92,3.7900000000000005,46.0,35.0008
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,Spring,Clear,Sunday,Jan,2011,5.74,5.305,43.0,26.0027
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,Spring,Clear,Sunday,Jan,2011,6.5600000000000005,6.0600000000000005,40.0,35.0008
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,Spring,Clear,Sunday,Jan,2011,7.38,6.819999999999999,37.0,30.002599999999997
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,Spring,Clear,Sunday,Jan,2011,8.200000000000001,8.334999999999999,34.0,30.002599999999997
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,Spring,Clear,Sunday,Jan,2011,9.02,9.09,32.0,31.0009
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,Spring,Clear,Sunday,Jan,2011,9.02,9.85,35.0,23.9994
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,Spring,Clear,Sunday,Jan,2011,8.200000000000001,8.334999999999999,34.0,30.002599999999997
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,Spring,Clear,Sunday,Jan,2011,7.38,7.575,37.0,26.0027
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,Spring,Clear,Sunday,Jan,2011,6.5600000000000005,6.819999999999999,40.0,22.0028
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,Spring,Clear,Sunday,Jan,2011,6.5600000000000005,6.819999999999999,43.0,22.0028
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,Spring,Clear,Sunday,Jan,2011,5.74,6.0600000000000005,46.0,16.997899999999998
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,Spring,Clear,Sunday,Jan,2011,5.74,5.305,46.0,27.999299999999998
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,Spring,Clear,Sunday,Jan,2011,5.74,6.0600000000000005,46.0,19.999499999999998
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,Spring,Clear,Sunday,Jan,2011,4.92,6.819999999999999,50.0,12.998000000000001
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,Spring,Clear,Monday,Jan,2011,4.92,6.0600000000000005,50.0,19.0012
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,Spring,Clear,Monday,Jan,2011,4.92,6.0600000000000005,50.0,19.0012
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,Spring,Clear,Monday,Jan,2011,4.92,6.0600000000000005,50.0,15.001299999999999
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,Spring,Clear,Monday,Jan,2011,4.92,6.0600000000000005,50.0,15.001299999999999
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,Spring,Clear,Monday,Jan,2011,4.1000000000000005,6.0600000000000005,54.0,8.9981
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,Spring,Clear,Monday,Jan,2011,4.1000000000000005,5.305,54.0,16.997899999999998
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,Spring,Clear,Monday,Jan,2011,4.92,6.0600000000000005,50.0,19.0012
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,Spring,Clear,Monday,Jan,2011,4.92,6.0600000000000005,50.0,15.001299999999999
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,Spring,Mist,Monday,Jan,2011,4.92,6.0600000000000005,50.0,19.0012
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,Spring,Mist,Monday,Jan,2011,5.74,6.0600000000000005,50.0,16.997899999999998
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,Spring,Mist,Monday,Jan,2011,5.74,6.0600000000000005,50.0,19.999499999999998
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,Spring,Mist,Monday,Jan,2011,6.5600000000000005,6.819999999999999,47.0,19.0012
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,Spring,Mist,Monday,Jan,2011,8.200000000000001,9.09,40.0,19.0012
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,Spring,Mist,Monday,Jan,2011,8.200000000000001,9.09,40.0,19.0012
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,Spring,Mist,Monday,Jan,2011,8.200000000000001,9.85,40.0,15.001299999999999
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,Spring,Mist,Monday,Jan,2011,8.200000000000001,9.85,40.0,15.001299999999999
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,Spring,Clear,Monday,Jan,2011,8.200000000000001,10.605,40.0,8.9981
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,Spring,Clear,Monday,Jan,2011,8.200000000000001,11.365,40.0,7.0015
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,Spring,Clear,Monday,Jan,2011,8.200000000000001,9.85,40.0,15.001299999999999
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,Spring,Clear,Monday,Jan,2011,6.5600000000000005,8.334999999999999,47.0,11.0014
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,Spring,Clear,Monday,Jan,2011,6.5600000000000005,8.334999999999999,50.0,11.0014
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,Spring,Clear,Monday,Jan,2011,5.74,6.819999999999999,59.0,12.998000000000001
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,Spring,Clear,Monday,Jan,2011,5.74,7.575,59.0,11.0014
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,Spring,Clear,Monday,Jan,2011,5.74,7.575,59.0,11.0014
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,Spring,Clear,Tuesday,Jan,2011,5.74,8.334999999999999,59.0,7.0015
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,Spring,Clear,Tuesday,Jan,2011,5.74,7.575,59.0,11.0014
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,Spring,Mist,Tuesday,Jan,2011,6.5600000000000005,7.575,55.00000000000001,12.998000000000001
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,Spring,Mist,Tuesday,Jan,2011,6.5600000000000005,9.09,55.00000000000001,8.9981
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,Spring,Mist,Tuesday,Jan,2011,6.5600000000000005,9.09,55.00000000000001,8.9981
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,Spring,Mist,Tuesday,Jan,2011,6.5600000000000005,11.365,55.00000000000001,0.0
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,Spring,Mist,Tuesday,Jan,2011,7.38,10.605,51.0,6.0032
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,Spring,Mist,Tuesday,Jan,2011,7.38,9.85,51.0,11.0014
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,Spring,Mist,Tuesday,Jan,2011,8.200000000000001,10.605,51.0,11.0014
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,Spring,Mist,Tuesday,Jan,2011,8.200000000000001,10.605,47.0,8.9981
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,Spring,Mist,Tuesday,Jan,2011,8.200000000000001,11.365,51.0,7.0015
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,Spring,Mist,Tuesday,Jan,2011,8.200000000000001,11.365,59.0,6.0032
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,Spring,Mist,Tuesday,Jan,2011,8.200000000000001,11.365,59.0,6.0032
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,Spring,Mist,Tuesday,Jan,2011,6.5600000000000005,9.85,80.0,6.0032
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,Spring,Mist,Tuesday,Jan,2011,6.5600000000000005,7.575,86.0,15.001299999999999
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,Spring,Mist,Tuesday,Jan,2011,6.5600000000000005,7.575,86.0,15.001299999999999
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,Spring,Light Rain/Snow,Tuesday,Jan,2011,6.5600000000000005,9.09,93.0,7.0015
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,Spring,Light Rain/Snow,Tuesday,Jan,2011,6.5600000000000005,11.365,93.0,0.0
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,Spring,Light Rain/Snow,Tuesday,Jan,2011,6.5600000000000005,7.575,93.0,12.998000000000001
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,Spring,Light Rain/Snow,Tuesday,Jan,2011,6.5600000000000005,9.85,86.0,6.0032
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,Spring,Light Rain/Snow,Tuesday,Jan,2011,6.5600000000000005,9.09,93.0,7.0015
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,Spring,Light Rain/Snow,Tuesday,Jan,2011,6.5600000000000005,9.85,93.0,6.0032
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,Spring,Mist,Wednesday,Jan,2011,6.5600000000000005,9.85,86.0,6.0032
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,Spring,Mist,Wednesday,Jan,2011,6.5600000000000005,9.09,86.0,7.0015
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,Spring,Clear,Wednesday,Jan,2011,5.74,7.575,86.0,8.9981
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,Spring,Clear,Wednesday,Jan,2011,5.74,7.575,86.0,11.0014
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,Spring,Clear,Wednesday,Jan,2011,4.92,7.575,93.0,8.9981
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,Spring,Clear,Wednesday,Jan,2011,5.74,7.575,69.0,8.9981
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,Spring,Clear,Wednesday,Jan,2011,6.5600000000000005,8.334999999999999,59.0,11.0014
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,Spring,Clear,Wednesday,Jan,2011,6.5600000000000005,6.819999999999999,59.0,22.0028
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,Spring,Clear,Wednesday,Jan,2011,7.38,9.09,55.00000000000001,15.001299999999999
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,Spring,Clear,Wednesday,Jan,2011,8.200000000000001,9.09,51.0,26.0027
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,Spring,Clear,Wednesday,Jan,2011,8.200000000000001,7.575,47.0,39.000699999999995
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,Spring,Clear,Wednesday,Jan,2011,9.02,9.85,44.0,23.9994
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,Spring,Clear,Wednesday,Jan,2011,8.200000000000001,9.09,47.0,22.0028
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,Spring,Clear,Wednesday,Jan,2011,8.200000000000001,8.334999999999999,47.0,27.999299999999998
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,Spring,Clear,Wednesday,Jan,2011,9.02,9.85,44.0,22.0028
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,Spring,Clear,Wednesday,Jan,2011,8.200000000000001,9.09,47.0,23.9994
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,Spring,Clear,Wednesday,Jan,2011,8.200000000000001,7.575,47.0,35.0008
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,Spring,Clear,Wednesday,Jan,2011,7.38,7.575,47.0,27.999299999999998
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,Spring,Clear,Wednesday,Jan,2011,6.5600000000000005,6.819999999999999,50.0,22.0028
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,Spring,Clear,Wednesday,Jan,2011,6.5600000000000005,6.819999999999999,55.00000000000001,22.0028
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,Spring,Clear,Wednesday,Jan,2011,6.5600000000000005,6.0600000000000005,55.00000000000001,30.002599999999997
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,Spring,Clear,Wednesday,Jan,2011,5.74,5.305,59.0,27.999299999999998
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,Spring,Clear,Thursday,Jan,2011,5.74,6.0600000000000005,59.0,19.0012
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,Spring,Clear,Thursday,Jan,2011,5.74,6.0600000000000005,50.0,19.0012
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,Spring,Clear,Thursday,Jan,2011,5.74,6.0600000000000005,50.0,23.9994
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,Spring,Clear,Thursday,Jan,2011,5.74,6.0600000000000005,50.0,22.0028
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,Spring,Clear,Thursday,Jan,2011,5.74,6.0600000000000005,50.0,16.997899999999998
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,Spring,Clear,Thursday,Jan,2011,5.74,6.0600000000000005,50.0,19.999499999999998
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,Spring,Clear,Thursday,Jan,2011,4.92,7.575,54.0,8.9981
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,Spring,Clear,Thursday,Jan,2011,4.92,7.575,54.0,8.9981
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,Spring,Clear,Thursday,Jan,2011,5.74,6.819999999999999,50.0,12.998000000000001
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,Spring,Clear,Thursday,Jan,2011,5.74,6.0600000000000005,50.0,22.0028
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,Spring,Mist,Thursday,Jan,2011,6.5600000000000005,6.819999999999999,50.0,23.9994
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,Spring,Mist,Thursday,Jan,2011,8.200000000000001,8.334999999999999,44.0,30.002599999999997
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,Spring,Clear,Thursday,Jan,2011,8.200000000000001,8.334999999999999,44.0,27.999299999999998
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,Spring,Clear,Thursday,Jan,2011,9.02,9.85,41.0,30.002599999999997
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,Spring,Clear,Thursday,Jan,2011,9.02,9.85,41.0,26.0027
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,Spring,Clear,Thursday,Jan,2011,9.84,10.605,38.0,19.999499999999998
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,Spring,Clear,Thursday,Jan,2011,9.84,10.605,38.0,23.9994
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,Spring,Clear,Thursday,Jan,2011,8.200000000000001,9.09,40.0,19.0012
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,Spring,Clear,Thursday,Jan,2011,8.200000000000001,9.09,40.0,22.0028
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,Spring,Clear,Thursday,Jan,2011,6.5600000000000005,7.575,47.0,16.997899999999998
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,Spring,Clear,Thursday,Jan,2011,6.5600000000000005,7.575,47.0,15.001299999999999
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,Spring,Clear,Thursday,Jan,2011,5.74,6.0600000000000005,46.0,19.999499999999998
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,Spring,Clear,Thursday,Jan,2011,5.74,6.0600000000000005,46.0,22.0028
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,Spring,Clear,Thursday,Jan,2011,4.92,6.819999999999999,50.0,12.998000000000001
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,Spring,Clear,Friday,Jan,2011,4.92,6.819999999999999,50.0,12.998000000000001
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,Spring,Clear,Friday,Jan,2011,4.1000000000000005,6.0600000000000005,54.0,11.0014
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,Spring,Clear,Friday,Jan,2011,4.1000000000000005,6.0600000000000005,54.0,8.9981
